transaction date,est_revenue,vod_revenue,est_trannx,vod_trannx,nr_est_rev,nr_vod_rev,lib_est_rev,lib_vod_rev,d2d_revenue,total_rev,discounted_rev,new_paids,ex_paids
00:00.0,549433.75,135193.12,44769,64102,338649.7,85988.74,125818,49204.38,10616.2,695243.07,72404.71,2521,67739
00:00.0,496372.2,136904.28,38532,32884,294692.16,87427.98,133521.36,49476.3,12492.9,645769.38,46770.03,2094,54451
00:00.0,751617.55,240261.18,65738,57360,432010.31,167151.67,236059.4,73109.51,15081.06,1006959.79,106904.31,3307,90994
00:00.0,747395.74,313429.08,60591,73641,427261.67,216653.06,233861.59,96776.02,19579.2,1080404.02,94064.29,4227,101472
00:00.0,599111.02,249696.93,51108,60225,297609.37,162691.03,211438.21,87005.9,17928.95,866736.9,80054.09,3803,82821
00:00.0,421233.06,123744.85,37747,30722,171441.68,72777.58,175675.51,50967.27,10366.44,555344.35,56285.14,2060,51261
00:00.0,535033.27,155852.49,43120,35708,257529.52,110563.23,208310.28,45289.26,11549.18,702434.94,72690.46,2214,59076
00:00.0,415813.81,136221.41,34712,65279,180649.53,89523.16,170549.2,46698.25,10826.96,562862.18,58451.29,2381,61167
00:00.0,408177.41,140274.45,33995,32915,173764.58,92117.09,165596,48157.36,10242.14,558694,50185.92,2068,51103
00:00.0,643416.39,249866.16,60300,56479,270832.21,174699.91,293453.93,75166.25,13032.2,906314.75,150349.74,3049,85131
00:00.0,650093.05,317059.98,56591,71686,284752.52,222506.05,282148.11,94553.93,17036.8,984189.83,116174.64,3848,95879
00:00.0,540857.76,253314.17,47686,58481,217569.77,171177.03,233792.17,82137.14,15840.69,810012.62,89073.64,3476,79205
00:00.0,425951.77,125323.06,39363,29918,202446.27,76828.21,147040.67,48494.85,10246.21,561521.04,58083.12,1982,51735
00:00.0,506786.45,148573.67,46401,33209,293925.82,109414.85,136317.93,39158.82,11261.67,666621.79,97730.47,2400,57771
00:00.0,371285.28,125424.96,34441,61664,171418.59,84278.84,129362.49,41146.12,10549.7,507259.94,74640.62,2266,58883
00:00.0,385287.66,128530.95,35132,29478,178010.01,87670.38,133384.27,40860.57,11597.3,525415.91,72435.37,1936,48416
00:00.0,694035.87,247181.93,67388,55087,282530.78,177818.13,313417.25,69363.8,12873.48,954091.28,250557.57,3228,88388
00:00.0,720077.25,292792.44,69774,66266,299404.54,204462.2,322616.85,88330.24,19769.77,1032639.46,251927.03,3911,96923
00:00.0,606655.04,250319.63,55619,57502,244879.9,169642.85,260039.69,80676.78,17397.16,874371.83,176722.16,3639,82894
00:00.0,685291.73,115349.31,51735,27421,451754.92,71221.48,150928.33,44127.83,10188.99,810830.03,101854.16,2033,59733
00:00.0,850746.37,138455.39,74757,102439,595921.89,98530.65,169333.7,39924.74,11579.02,1000780.78,110512.12,5775,81505
00:00.0,494815.28,114488.28,39419,92230,309899.21,75112.1,118244.09,39376.18,10122.3,619425.86,52813.01,3116,62735
00:00.0,498836.04,118353.63,39931,33428,287585.72,77672.8,137577.67,40680.83,10809.94,627999.61,62038.61,2232,51494
00:00.0,894092.38,253403.5,76020,63674,501632.34,179265.84,294114.66,74137.66,16386.23,1163882.11,179073.77,3878,96526
00:00.0,806846.01,307817.26,65825,75709,453364.13,213934.7,260381.77,93882.56,21653.5,1136316.77,134137.79,4735,100708
00:00.0,807372.72,343198.58,67089,84479,426159.26,233027.6,281002.27,110170.98,21734.49,1172305.79,146224.53,5426,107594
00:00.0,625722.96,249767.67,53557,58499,301731.22,165770.18,220096.09,83997.49,21439.71,896930.34,106466.69,4567,82179
00:00.0,411833.53,116549.61,39645,26196,151511.4,77376.43,156317.54,39173.18,11908.22,540291.36,108211.78,1952,44837
00:00.0,349240.93,104269.97,32750,23834,125059.44,65369.58,121075.67,38900.39,11790.56,465301.46,59963.41,1884,41289
00:00.0,319076.1,97181.44,29124,22431,117029.66,59943.27,115600.6,37238.17,10082.63,426340.17,51019.55,1758,37767
00:00.0,548871.96,224068.71,45953,50184,257544.87,147288.62,196572.97,76780.09,15384.71,788325.38,88759.77,2962,74104
00:00.0,595649.87,293690.18,48137,66137,280872.88,189320.91,217393.02,104369.27,21733.74,911073.79,74834.69,4120,87728
00:00.0,483817.14,220422.35,40379,50738,201740.32,135413.63,187641.87,85008.72,17180,721419.49,66501.52,3528,68796
00:00.0,419125.75,114183.53,35692,26883,224244.87,65482.69,115496.79,48700.84,13159.75,546469.03,41933.13,2094,46690
00:00.0,596394.65,143493.26,46547,32933,397536.16,103262.98,108327.15,40230.28,12846.34,752734.25,77651.93,2003,58554
00:00.0,421222.74,122299.32,36109,28971,235810.82,83494.37,101764.39,38804.95,10737.56,554259.62,52419.1,1905,48865
00:00.0,393549.42,119605.14,33149,28214,205154.08,79412.14,108164.47,40193,12228.05,525382.61,51607.41,1822,46482
00:00.0,640557.75,258687.09,48593,58020,373966.11,188530.7,165909.18,70156.39,14223.54,913468.38,96601.45,2999,83426
00:00.0,662675.87,328409.78,49986,74314,365188.83,228229.8,195087.37,100179.98,19376.77,1010462.42,88938.83,3966,96726
00:00.0,535982.45,244271.61,42390,56424,260317.63,162451.96,166568.1,81819.65,17948.84,798202.9,76694.41,3317,75736
00:00.0,410715.53,108853.27,34091,26082,213467.72,66004.45,101374.63,42848.82,12398.36,531967.16,54620.78,1732,45993
00:00.0,650011.32,152495.53,62114,107086,398082.49,112694.32,153035.96,39801.21,11352.3,813859.15,107422.49,5077,72467
00:00.0,477123.01,123385.56,44275,41815,232873.85,83940.22,147826.8,39445.34,12551.64,613060.21,99291.89,2660,53909
00:00.0,432548.78,122182.44,38745,35924,203581.12,81386.25,133283.25,40796.19,13386.02,568117.24,80547.45,2211,50026
00:00.0,660129.59,267758.03,54081,70069,351844.12,192436.37,203247.83,75321.66,17611.92,945499.54,104751.51,3739,88825
00:00.0,700914.52,344260.47,55690,86471,372252.81,244008.38,223152.8,100252.09,20910.6,1066085.59,116509.38,4921,103041
00:00.0,552793.78,253154.46,46179,65084,262257.52,171517.67,181183.88,81636.79,19975.97,825924.21,95253.22,4147,79410
00:00.0,1096186.18,108226.8,126544,27423,441140.34,66725.13,408536.88,41501.67,13503.78,1217916.76,356544.21,3301,71651
00:00.0,681718.56,127623.39,54340,29088,456386.54,89626.43,123124.07,37996.96,11200.13,820542.08,85731.79,2093,60574
00:00.0,478262.09,110639.26,42467,25415,261297.02,73152.37,121297.46,37486.89,11543.74,600445.09,72005.63,1839,49522
00:00.0,441820.78,105673.01,39146,24476,226550.3,67863.82,120003.47,37809.19,11566.17,559059.96,64185.34,1676,45935
00:00.0,745404.05,239902.15,59889,53479,431954.22,164773.02,195707.43,75129.13,16207.64,1001513.84,111551.34,3135,85378
00:00.0,772770.43,313756.98,61073,69853,443225.22,213697.22,212462.96,100059.76,20612.4,1107139.81,106258.13,4266,99205
00:00.0,623766.59,230265.74,51087,52196,312286.91,148834.8,190650.38,81430.94,17558.63,871590.96,91989.21,3549,77331
00:00.0,357892.08,91553.18,32975,21632,161712.83,52404.83,105942.02,39148.35,10224.26,459669.52,49500.51,1713,40105
00:00.0,486644.59,125902.86,60154,28546,191657.52,87726.21,198092.61,38176.65,12017.47,624564.92,119191.36,1866,50176
00:00.0,419289.62,113488.96,47503,26400,143058.52,73107.6,182646.99,40381.36,12060.64,544839.22,100606.94,1841,47807
00:00.0,366836.48,115561.3,36999,27001,137407.65,72507.16,141638.65,43054.14,10769.62,493167.4,51339.6,1889,44668
00:00.0,633174.61,253868.6,63734,56649,268244.59,171590.22,262433.37,82278.38,15795.48,902838.69,131792.86,3282,84795
00:00.0,669111.21,331036.55,59967,73568,301244.21,223634.86,252491.72,107401.69,20142.75,1020290.51,93913.46,4191,98583
00:00.0,568859.58,276935.07,52646,62353,233834.77,181857.41,219985.7,95077.66,18631.77,864426.42,78464.52,3926,84147
00:00.0,461059.61,127350.03,41699,30122,230386.38,74005.6,139222.41,53344.43,13176.28,601585.92,49550.47,2115,51975
00:00.0,520134.74,144037.3,59591,107128,298413.97,101194.52,133322.94,42842.78,11843.63,676019.66,62720.2,5754,68742
00:00.0,397291.14,118054.42,41843,40879,189028,78129.91,117130.4,39924.51,10441.49,525817,49020.79,2545,49620
00:00.0,386563.61,117482.51,39245,35401,169214.01,75588.77,122592.94,41893.74,23643.26,527696.36,46667.77,2535,48405
00:00.0,814056.28,258922.85,88235,69581,299905.88,167117.78,408339.45,91805.07,32412.81,1105405.92,292378.38,4412,96264
00:00.0,687459.75,339665.15,61252,86985,333646.09,228830.66,246873.91,110834.49,41742.4,1068867.3,96160.98,4958,104002
00:00.0,551133.14,257179.94,51112,68920,235897,167466.08,206829.34,89713.86,37988.13,846301.21,73691.52,4246,82830
00:00.0,377551.29,112297.83,36646,28833,169199.61,66451.09,125423.25,45846.74,33126.34,523028.38,45327.13,2773,46654
00:00.0,515739.61,128402.05,55878,30179,236332.41,89107.97,192802.57,39294.08,25990.2,670241.73,175448.31,2388,54921
00:00.0,394308.69,116707.86,42230,27706,165080.92,76374.56,145980.78,40333.3,24864.26,536002.66,110194,2095,49062
00:00.0,430204.72,119457.28,42804,28200,188197.98,77344.96,154523.72,42112.32,22359.2,572203.03,108565.02,2034,50368
00:00.0,714972.7,255076.86,68695,56706,336295.4,176886.75,277872.59,78190.11,30373.7,1000608.1,214681.69,3557,90020
00:00.0,760140.37,331903.41,68569,73761,363059.05,229037.51,288909.58,102865.9,43398.42,1135583.07,204831.23,4886,104499
00:00.0,635185.31,250887.53,57233,57275,251742.79,164681.25,233949.48,86206.28,38395.09,924657.76,150648.8,3981,83357
00:00.0,566102.94,109675.44,50722,26252,220603.07,65025.11,152804.04,44650.33,21515.78,697333.12,92357.47,2385,56822
00:00.0,522217.91,145356.29,47522,33047,266094.3,104616.51,152879.55,40739.78,19299.71,687070.71,95079.21,2277,57413
00:00.0,389758.93,121255.1,37110,28036,177456.07,82801.83,125160.73,38453.27,19755.84,530858.75,69436.59,2046,48144
00:00.0,390042.23,127287.74,36190,29664,173201.19,84715.13,133995.43,42572.61,20344.78,537797.63,79558.5,2011,49166
00:00.0,606586.67,233723.58,56869,52059,303833.26,162216.11,215530.56,71507.47,19441.51,859979.51,188691.6,3316,81241
00:00.0,632339.56,311826.59,56585,69871,303405.23,213542.18,239875.86,98284.41,28082.94,972531.83,172582.54,4470,94747
00:00.0,538031.95,252706.14,50000,57799,225102.17,164167.05,214841.04,88539.09,24777.84,815770.69,140869.09,3823,79875
00:00.0,334971.95,107683.06,36968,26304,108647.38,60455.3,138831.96,47227.76,15809.83,458617.67,93656.81,2027,46914
00:00.0,588588.61,167088.05,67865,40236,289760.1,99393.94,229481.85,67694.11,16361.5,772162.01,352703.02,4016,70791
00:00.0,335636.44,123136.68,31510,27245,112789.43,84450.52,139135.18,38686.16,14503.08,473335.16,54015.94,1926,43187
00:00.0,336316.58,125750.16,30938,27918,117071.29,85493.87,141101.91,40256.29,16965.5,479127.16,49367.24,1894,44190
00:00.0,580629.01,278792.9,57294,59367,225749.39,202584.23,265588.77,76208.67,22768.53,882323.29,144673.43,3283,85199
00:00.0,652371.74,372226.71,61794,79680,255027.45,268771.32,298114.49,103455.39,31004.96,1055805.24,151645.49,4537,104513
00:00.0,530781.29,277110.67,50102,60788,181192.08,189483.65,248548.56,87627.02,28964.45,836997.28,105470.16,3775,81391
00:00.0,351108.81,110641.98,37734,25324,135469.94,68380.39,132378.67,42261.59,16601.51,478483.2,57996.61,1895,47225
00:00.0,573626.28,114314.48,55425,25659,321433.62,76352.29,172304.12,37962.19,13860.25,701835.98,106161.25,1873,54382
00:00.0,413135.05,109062.3,40968,24647,192249.2,70430.09,142155.03,38632.21,16462.08,538746.34,72252.13,1777,46838
00:00.0,424716.61,129712.64,48293,29295,194155.85,83968.98,149428.25,45743.66,16215.19,570922.18,68021.04,2049,51365
00:00.0,643529.55,277531.2,58346,60338,324164.67,193548.37,226972.51,83982.83,21328.47,942516.08,98569.91,3411,88425
00:00.0,665980.75,340589.57,57293,74588,331935.46,233696.59,237178.58,106892.98,26898.8,1033603.97,89034.4,4332,99773
00:00.0,549917.87,252855.4,48873,56735,243092.92,164618.22,208372.24,88237.18,26625.6,829499.76,71899.61,3686,79066
00:00.0,319301.61,100106.14,34151,23440,115955.89,58647.56,118417.51,41458.58,13322.13,432866.7,43356.76,1810,43319
00:00.0,366164.9,128968.27,40501,27974,127424.27,91189.25,157594.16,37779.02,14184.66,509386.74,100176.75,2001,46505
00:00.0,323346.98,118838.66,34614,26245,108770.06,81281.04,134960.41,37557.62,14223.02,456554.54,68330.37,1769,43565
00:00.0,336978.1,121123.82,33984,27094,107137.49,80343.84,154547.51,40779.98,16703.48,474948.26,79446.39,1805,44518
00:00.0,490803.51,261991.25,43763,56358,190813.17,187797.36,214989.94,74193.89,21069.14,773923.84,104227.48,2996,77347
00:00.0,570386.57,358141.73,49127,77575,230324.5,253653.32,248557.27,104488.41,27183.95,955756.19,104241.64,4319,96828
00:00.0,465937.24,251357.59,41547,56102,164575.42,165880.9,211299.76,85476.69,26603.08,743968.83,82814.11,3501,73876
00:00.0,467147.4,121020.67,41071,28119,252904.59,72325.32,136225.77,48695.35,15759.06,603976.09,51898.66,2060,53226
00:00.0,1150320.09,161322.55,125098,35759,593821.25,111942.04,426193.02,49380.51,16806.36,1328559.89,665740.64,2788,84285
00:00.0,1011488.71,227181.53,104415,50153,532011.74,157895.11,373896.7,69286.42,23112.41,1261859.57,537538.66,3528,95946
00:00.0,1150032.16,314574.59,114854,69437,595185.49,218529.02,440038.12,96045.57,23293.36,1487991.99,598503.5,4962,116397
00:00.0,1153821.67,310809.7,128581,69598,510526.41,211819.97,517760.22,98989.73,31930.25,1496714.46,654246.06,5721,120702
00:00.0,877648.31,305182.32,93398,68971,377114.2,202175.31,398127.03,103007.01,32807.64,1215731.16,442469.73,5398,108591
00:00.0,713322.13,215610.04,78440,50061,272124.63,133785.63,308710.81,81824.41,32071.34,961142.38,351614.09,4380,84733
00:00.0,968490.73,96084.62,109832,23109,545320.25,56121.73,239160.2,39962.89,20919.84,1085627.07,628054.01,3367,75340
00:00.0,507104.12,123934.14,52995,110686,301163.03,83636.04,133464.09,40298.1,18391.28,649479.49,32626.17,7454,71389
00:00.0,354931.77,102519.03,33869,37923,171675.8,63726.45,111500.97,38792.58,15897.69,473376.47,20264.65,3056,45636
00:00.0,382412.85,105667.04,35340,32306,170162.17,65709.21,129182.67,39957.83,20031.28,508158.12,36072.3,2523,46138
00:00.0,614312.47,229404.77,51048,62092,306880.05,152354.94,216942.33,77049.83,21458.33,865284.45,77338.57,3958,80555
00:00.0,642146.36,298121.43,52902,79465,301924.71,193027.12,246439.14,105094.31,31333.47,971675.19,65350.45,5222,94721
00:00.0,531923.54,228784.47,46302,64156,219303.65,137659.07,220400.01,91125.4,29888.84,790701.76,50883.43,4735,77858
00:00.0,354058.53,108734.59,38011,29596,127607.91,60761.93,148755.52,47972.66,18977.06,481850.09,34251.85,2664,49496
00:00.0,401220.1,135771.88,43322,32309,131818.96,90276.72,193571.53,45495.16,18205.17,555279.09,83802.35,2399,53279
00:00.0,322709.92,122050.27,33385,29235,98182.43,76595.68,155171.42,45454.59,18404.21,463314.26,51532.14,2124,46053
00:00.0,323848.05,121336.52,33180,29178,96648.4,73033.57,155303.27,48302.95,17129.04,462416.51,47709.38,2146,46311
00:00.0,504468.37,265601.71,46379,61292,181644.49,172356.32,237699.56,93245.39,22349.29,792544.24,71056.21,3825,82229
00:00.0,594071.44,354076.95,52510,81894,209088.35,223738.85,293367.98,130338.1,30859.88,979147.15,76105.73,5063,101636
00:00.0,468581.82,240725.1,42987,57359,143271.03,140893.07,235856.99,99832.03,28997.92,738406.74,57071.97,3979,75922
00:00.0,345133.22,104832.94,35008,25841,138812.07,55725.3,129504.74,49107.64,16241.22,466347.25,31465.03,2069,46703
00:00.0,524806.2,134447.03,49734,30998,235485.44,88406.63,222898.24,46040.4,17343.53,676695.68,165365.7,2235,56002
00:00.0,403303.12,125330.1,38745,29521,148854.11,76873.54,189285.34,48456.56,16482.74,545294.8,126078.61,2235,49656
00:00.0,387418.61,124353.03,37066,29412,129149.12,74092.41,189339.65,50260.62,17995.49,529898.01,119349.7,2304,48832
00:00.0,605672.19,245510.94,52799,55721,232965.49,158639.16,291283.43,86871.78,22557.61,873908.58,195896.4,3605,81400
00:00.0,687493.34,316531.48,56980,72019,255207.23,202179.7,348340.34,114351.78,29145.67,1033340.32,226829.63,4610,96996
00:00.0,568950.69,251381.9,49263,58657,187257.58,150724.18,295891.74,100657.72,33233.87,853698.32,184238.73,4138,81320
00:00.0,559703.51,123344.04,44660,29829,315798.53,66597.81,177516.2,56746.23,20590.95,703711.43,106197.69,2473,56493
00:00.0,963818.4,147616.31,94711,33678,502404.8,94689.13,352818.01,52927.18,22639.62,1134168.24,458853.29,3159,75760
00:00.0,715372.96,147096.49,69968,34252,331147.48,88913.44,296845.72,58183.05,19209.32,881804.64,346908.81,2890,67773
00:00.0,784015.97,167306.22,76953,39197,332693.76,98645.17,350975.91,68661.05,25158.52,976589.61,401135.55,3136,74836
00:00.0,915963.13,234570.96,88163,54453,404219.93,141240.31,412386.54,93330.65,88211.02,1238805.05,486430.04,4707,99500
00:00.0,975608.37,274660.22,95533,64795,414251.37,157629,462024.32,117031.22,48868.2,1299201.72,540940.88,5866,109059
00:00.0,905347.39,287319.73,86203,71614,334602.54,135537.6,485196.22,151782.13,39888.99,1232632.03,517067.1,6501,110370
00:00.0,1529160.41,358611.19,174021,85978,591460.64,200773.19,765560.32,157838,37611.18,1925474.69,752874.81,8807,151620
00:00.0,1039511.48,259716.2,91254,59700,572897.81,173289.97,358621.36,86426.23,34095.85,1333369.48,429463.88,5192,101272
00:00.0,871935.52,204869.65,84204,48068,387306.11,132081.39,380897.42,72788.26,35522.76,1112471.8,467128.96,4639,85806
00:00.0,819503.68,203154.68,78518,48434,363330.88,131153.78,348424.77,72000.9,33578.06,1056303.34,399902.38,4421,85009
00:00.0,948418.78,268207.33,88697,62360,442609.73,180244.85,388503.55,87962.48,39763.1,1256478.12,464290.65,5236,101884
00:00.0,1036253.4,331755.34,100629,77148,455612.81,222340.48,463565.7,109414.86,45520,1413623.64,547833.86,6924,118626
00:00.0,977470.75,353568.59,91719,82098,441260.65,233536.34,429318.91,120032.25,44130.67,1375206.97,517515.06,7032,117491
00:00.0,1093817.21,313829.09,113893,74633,375945.55,194505.74,556974.45,119323.35,43442.88,1451167.09,664771.73,7113,117222
00:00.0,619064.49,172943.96,62882,39831,234869.27,111865.64,291914.71,61078.32,26870.79,819026.1,314341.97,3668,67753
00:00.0,497486.09,145954.34,49737,33817,184410.36,90744.21,225935.1,55210.13,39848.93,683454.24,228304.76,3067,57222
00:00.0,506111.57,167394.65,50469,38962,186541.49,102155.32,226956.96,65239.33,36064.12,709662.24,206251.22,3572,62382
00:00.0,655139.51,270803.96,61984,60159,265285.08,183193.08,288517.86,87610.88,38951.99,964965.39,267329.11,4566,88885
00:00.0,721291.56,333460.81,67041,74479,296495.57,223567.64,321146.97,109893.17,52212.31,1107050.59,280574.34,5753,103039
00:00.0,690804.67,244966.78,66569,56173,236394.15,154951.97,340647.61,90014.81,43789.45,979666.82,315761.38,4933,86074
00:00.0,376507.51,103612.6,37781,24819,127505.04,58460.77,173361.45,45151.83,26608.27,506801.32,151839.62,2447,44311
00:00.0,411432.15,180552.8,52190,127196,186847.86,136621.93,140858.33,43930.87,27191.98,619222.88,65740.46,10436,80608
00:00.0,340056.64,139763.46,34602,46282,130705.21,98061.52,127105.62,41701.94,24754.13,504783.08,49661.84,4029,51931
00:00.0,369524.66,153324.38,36222,43131,136089.96,103843.19,145210.08,49481.19,28281.11,551221.07,47890.4,3530,54764
00:00.0,553102.88,334165,48824,84749,229328.72,239697.49,223515.83,94467.51,36065.39,923417.2,70630.21,5878,96911
00:00.0,598372.03,390237.59,51371,97000,242976.99,275366.87,249086.01,114870.72,47890.54,1036652.04,66750.96,6951,107032
00:00.0,549116.75,345647.27,47977,88721,204991.88,231086.75,233706.29,114560.52,44556.21,939414.13,56159.21,6610,97947
00:00.0,398744.88,196582.13,35388,48352,153596.64,120928.3,158080.14,75653.83,32579.96,627984.88,37671.23,4225,61837
00:00.0,416941.26,199282.26,40208,44001,182864.45,141675.84,148890.29,57606.42,24035.91,640346.37,47046.07,3290,60087
00:00.0,354073.17,170339.77,34762,38619,129496.42,113597.35,137631.4,56742.42,25488.49,549975.35,36847.42,2980,53294
